file_path,detected_issues,recommended_migration_target
client/src/components/Profile/BadgeShowcase.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/AvatarIconButtons.jsx,.jsx extension; Material UI import; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Profile/NoFollowers.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Quotes/LatestQuotes.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/Plans/Plans.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/Plans/Plans.stories.js,Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/Plans/Plans.test.jsx,.jsx extension; React Router usage,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/PersonalForm/PersonalForm.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/PersonalForm/PersonalForm.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/PersonalForm/PersonalForm.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/PaymentMethod/PaymentMethod.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/PaymentMethod/CreditCardInput.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/PaymentMethod/PaymentMethod.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/BusinessForm/BusinessForm.jsx,.jsx extension; Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/BusinessForm/BusinessForm.stories.js,Material UI import,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/RequestAccess/BusinessForm/BusinessForm.test.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/InvestorsPlan/InvestorPlanCarousel.test.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/InvestorsPlan/InvestorPlanCarousel.jsx,.jsx extension; Material UI import; React Router usage; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/InvestorsPlan/InvestorPlanCarousel.stories.js,Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/InvestorsPlan/InvestorHeaderText.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/PersonalPlan/PersonalPlanHeaderText.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/PersonalPlan/PersonalPlanCarousel.stories.js,Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/PersonalPlan/PersonalPlanCarousel.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/PersonalPlan/PersonalPlanCarousel.test.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/BusinessPlan/BusinessPlanCarousel.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/BusinessPlan/BusinessHeaderText.jsx,.jsx extension,Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/BusinessPlan/BusinessPlanCarousel.stories.js,Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
client/src/components/Carousel/BusinessPlan/BusinessPlanCarousel.test.jsx,.jsx extension; Material UI import; useState/useEffect (likely use client),Convert to Next.js 14 TypeScript component under components/* with shadcn/ui and Apollo hooks
